"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","ensembl_id"
"ENSG00000154096",2389.7,-2.723,0.327064670569394,-8.32685604667195,8.30175916818437e-17,0,"THY1","ENSG00000154096"
"ENSG00000143514",5187.5,-1.759,0.211490337917199,-8.31858416858319,8.90202729650274e-17,0,"TP53BP2","ENSG00000143514"
"ENSG00000186354",87.75,-4.143,0.498234767526666,-8.31568016441984,9.12275414927601e-17,0,NA,"ENSG00000186354"
"ENSG00000141576",93.81,3.163,0.381012808159194,8.30164412949747,1.02680385198798e-16,0,"RNF157","ENSG00000141576"
"ENSG00000122644",645.9,3.481,0.419319247042922,8.30089354260925,1.03331255186352e-16,0,"ARL4A","ENSG00000122644"
"ENSG00000135926",3006.43,-2.096,0.252632288915615,-8.29845597647878,1.05473172449716e-16,0,"TMBIM1","ENSG00000135926"
"ENSG00000066382",305.35,2.595,0.312813461620432,8.2968477990758,1.06910205229937e-16,0,"MPPED2","ENSG00000066382"
"ENSG00000100593",171.59,3.42,0.412425660553845,8.29216978013081,1.11201049657676e-16,0,"ISM2","ENSG00000100593"
"ENSG00000165194",835.1,-2.945,0.355185117022423,-8.29132455134427,1.11994236551099e-16,0,"PCDH19","ENSG00000165194"
"ENSG00000135638",96.27,-5.54,0.668723021597982,-8.28408508023439,1.19020502762096e-16,0,"EMX1","ENSG00000135638"
"ENSG00000170837",174.25,3,0.362306459652513,8.28127486197993,1.21863547834255e-16,0,"GPR27","ENSG00000170837"
"ENSG00000113580",406.21,-2.805,0.338732323676229,-8.27982734570082,1.23353995954091e-16,0,"NR3C1","ENSG00000113580"
"ENSG00000265107",529.88,-3.078,0.372537265732743,-8.26345856230337,1.41511339644662e-16,0,"GJA5","ENSG00000265107"
"ENSG00000224594",85.73,-4.974,0.602275935443477,-8.25890921094881,1.47009689889243e-16,0,NA,"ENSG00000224594"
"ENSG00000112394",1064.33,3.381,0.409427109318896,8.25708490708673,1.49273241560312e-16,0,"SLC16A10","ENSG00000112394"
"ENSG00000225614",146.37,-3.047,0.369047405091473,-8.25672307784892,1.4972625691482e-16,0,"ZNF469","ENSG00000225614"
"ENSG00000072274",1431.4,1.921,0.2326434763483,8.25607620070797,1.50539536625339e-16,0,"TFRC","ENSG00000072274"
"ENSG00000081059",980.63,1.922,0.232850719575976,8.25412708552345,1.53016465956608e-16,0,"TCF7","ENSG00000081059"
"ENSG00000169926",2856.5,-1.861,0.225474203843578,-8.25231337664445,1.55357390611908e-16,0,"KLF13","ENSG00000169926"
"ENSG00000158106",579.25,3.077,0.372853606463487,8.25136878827219,1.5659050239585e-16,0,"RHPN1","ENSG00000158106"
"ENSG00000114861",1237.19,1.981,0.240059429293874,8.25047857743112,1.57761457217424e-16,0,"FOXP1","ENSG00000114861"
"ENSG00000148541",53.28,4.384,0.532536034168074,8.23254961035222,1.83270209056081e-16,0,"FAM13C","ENSG00000148541"
"ENSG00000138166",682.61,-2.594,0.315234388875688,-8.2285060418529,1.89562743719184e-16,0,"DUSP5","ENSG00000138166"
"ENSG00000176595",363.18,2.153,0.261754072553187,8.22494764756978,1.95276132512188e-16,0,"KBTBD11","ENSG00000176595"
"ENSG00000139146",7481.5,2.441,0.297324632150746,8.21082839116794,2.19667650513293e-16,0,"SINHCAF","ENSG00000139146"
"ENSG00000146966",1528.04,-2.214,0.269695101305171,-8.21007140037916,2.21057004232423e-16,0,"DENND2A","ENSG00000146966"
"ENSG00000042980",835.94,-2.334,0.28456557613988,-8.20329092915683,2.338942512741e-16,0,"ADAM28","ENSG00000042980"
"ENSG00000169862",980.94,2.167,0.264135408627752,8.20295587542406,2.34547305058545e-16,0,"CTNND2","ENSG00000169862"
"ENSG00000137474",1657.27,2.95,0.359679751331335,8.20194711766799,2.36524347883022e-16,0,"MYO7A","ENSG00000137474"
"ENSG00000254226",75.59,4.752,0.579359453805958,8.20147293665939,2.37459352158283e-16,0,"LINC01933","ENSG00000254226"
"ENSG00000133169",200.72,2.76,0.336508087098833,8.20084264462599,2.38707823109613e-16,0,"BEX1","ENSG00000133169"
"ENSG00000143502",402.46,2.741,0.334258341908282,8.19934266942547,2.4170502765268e-16,0,"SUSD4","ENSG00000143502"
"ENSG00000164976",5381.56,-2.241,0.273347370216275,-8.19712665117186,2.46201012864116e-16,0,"MYORG","ENSG00000164976"
"ENSG00000249388",51.25,5.959,0.727159660115664,8.19535815116542,2.49848106733621e-16,0,NA,"ENSG00000249388"
"ENSG00000183018",7529.6,-2.382,0.290650432071633,-8.19504271580779,2.50504187575802e-16,0,"SPNS2","ENSG00000183018"
"ENSG00000133519",952.26,2.384,0.291372629784428,8.18035041674604,2.83019622193598e-16,0,NA,"ENSG00000133519"
"ENSG00000182568",3087.99,1.741,0.212910768605804,8.17543174176852,2.94808297827071e-16,0,"SATB1","ENSG00000182568"
"ENSG00000137090",118.43,-6.145,0.751715252424491,-8.17530082702315,2.95128587066214e-16,0,"DMRT1","ENSG00000137090"
"ENSG00000168487",5810.6,-2.232,0.273173458470618,-8.16989032464034,3.08669937727558e-16,0,"BMP1","ENSG00000168487"
"ENSG00000171208",1639.83,2.057,0.251724855426324,8.16977795137857,3.08957579591999e-16,0,"NETO2","ENSG00000171208"
"ENSG00000158966",983.73,1.994,0.244095341130925,8.16903799853758,3.10858245662521e-16,0,"CACHD1","ENSG00000158966"
"ENSG00000157005",262.03,11.802,1.44618358838524,8.16065440975004,3.33214288225212e-16,0,"SST","ENSG00000157005"
"ENSG00000071242",2011.18,-2.351,0.28820424059082,-8.15667444276326,3.44374994360157e-16,0,"RPS6KA2","ENSG00000071242"
"ENSG00000165912",3391.11,-2.324,0.284941057073195,-8.15589337379878,3.46608140198876e-16,0,"PACSIN3","ENSG00000165912"
"ENSG00000154237",307.35,-2.368,0.290405743773846,-8.15550452396682,3.47725211931068e-16,0,"LRRK1","ENSG00000154237"
"ENSG00000089199",274.32,-2.316,0.284347187957007,-8.14378216706441,3.83118213139828e-16,0,"CHGB","ENSG00000089199"
"ENSG00000121005",3221.01,2.45,0.301242512112767,8.1330374047431,4.18665374723872e-16,0,"CRISPLD1","ENSG00000121005"
"ENSG00000185630",10774.48,1.854,0.227967550095504,8.1315722401991,4.237578680489e-16,0,"PBX1","ENSG00000185630"
"ENSG00000244425",86.33,3.091,0.380566297812206,8.12226498296877,4.57562951602489e-16,0,"RN7SL268P","ENSG00000244425"
"ENSG00000134595",115.57,-4.955,0.610079677379696,-8.12150929801952,4.60421547339301e-16,0,"SOX3","ENSG00000134595"
"ENSG00000174791",335.81,-2.725,0.335525937832258,-8.12132317693268,4.61128300699703e-16,0,"RIN1","ENSG00000174791"
"ENSG00000188906",68.61,5.661,0.698211251560776,8.10758446188982,5.16359739507814e-16,0,"LRRK2","ENSG00000188906"
"ENSG00000118495",643.4,2.378,0.293356806028946,8.10534391087712,5.25965275512813e-16,0,"PLAGL1","ENSG00000118495"
"ENSG00000171444",1485.81,1.796,0.221603820772128,8.10236536016838,5.39007808886931e-16,0,"MCC","ENSG00000171444"
"ENSG00000236304",162.99,-3.571,0.440831289330803,-8.09996470209678,5.49751363749405e-16,0,NA,"ENSG00000236304"
"ENSG00000108379",814.51,2.507,0.309573301029069,8.09772108332838,5.59982755055569e-16,0,"WNT3","ENSG00000108379"
"ENSG00000146112",2789.76,-1.94,0.239704615985309,-8.09208710578397,5.86509405811296e-16,0,"PPP1R18","ENSG00000146112"
"ENSG00000120910",405.36,-2.283,0.282398405888549,-8.08283651453375,6.3277427373507e-16,0,"PPP3CC","ENSG00000120910"
"ENSG00000111181",97.21,4.304,0.533163361499405,8.07327255318616,6.84386025879364e-16,0,"SLC6A12","ENSG00000111181"
"ENSG00000100300",255.39,-2.798,0.347015063300311,-8.06390865552487,7.38929805443671e-16,0,"TSPO","ENSG00000100300"
"ENSG00000267280",93.6,7.859,0.975293055970912,8.0581136626181,7.74807592665715e-16,0,"TBX2-AS1","ENSG00000267280"
"ENSG00000251405",87.74,-4.017,0.49858886970472,-8.05660997298846,7.84394258658052e-16,0,NA,"ENSG00000251405"
"ENSG00000166546",129.3,-3.06,0.379955090949076,-8.05256334414698,8.10777516971381e-16,0,"BEAN1","ENSG00000166546"
"ENSG00000131149",3880.49,2.064,0.256410913864398,8.04990203127674,8.28603365030021e-16,0,"GSE1","ENSG00000131149"
"ENSG00000180730",515.94,-3.77,0.46864780451815,-8.04386650736571,8.70473434759616e-16,0,"SHISA2","ENSG00000180730"
"ENSG00000055118",315.98,2.225,0.276637451657278,8.0417940533485,8.85325967433005e-16,0,"KCNH2","ENSG00000055118"
"ENSG00000041982",46325.91,-2.234,0.277936811954839,-8.03738440408605,9.17764087290256e-16,0,"TNC","ENSG00000041982"
"ENSG00000156515",8446.22,-2.07,0.25765268667165,-8.03296807889468,9.51424283825807e-16,0,"HK1","ENSG00000156515"
"ENSG00000276116",240.91,-2.613,0.325337408302618,-8.03163687187653,9.61806914343392e-16,0,NA,"ENSG00000276116"
"ENSG00000164265",383.23,-11.789,1.46796063335627,-8.03119728672552,9.65259873421762e-16,0,"SCGB3A2","ENSG00000164265"
"ENSG00000132692",119.48,-4.378,0.546222244259191,-8.01510057891717,1.10046924264602e-15,0,"BCAN","ENSG00000132692"
"ENSG00000228158",203.03,-2.604,0.324968475763835,-8.01392153551167,1.11107607545578e-15,0,NA,"ENSG00000228158"
"ENSG00000139410",200.12,-2.613,0.326111145062814,-8.01231915168028,1.12565293632306e-15,0,"SDSL","ENSG00000139410"
"ENSG00000130988",58.42,6.428,0.802582912897763,8.00900962438322,1.15635860458073e-15,0,"RGN","ENSG00000130988"
"ENSG00000112562",142.71,2.927,0.365530696391286,8.00784989056499,1.1673126135147e-15,0,"SMOC2","ENSG00000112562"
"ENSG00000104332",39052.78,-3.48,0.435194708581938,-7.99609641513131,1.2842583027714e-15,0,"SFRP1","ENSG00000104332"
"ENSG00000138798",78.69,3.116,0.390016880375085,7.98900074255634,1.36036875945761e-15,0,"EGF","ENSG00000138798"
"ENSG00000267128",54.61,4.26,0.533552988986287,7.9850518052123,1.40463303841476e-15,0,"RNF157-AS1","ENSG00000267128"
"ENSG00000204936",94.27,-4.457,0.558409484484099,-7.98178765936291,1.44228991950813e-15,0,"CD177","ENSG00000204936"
"ENSG00000188921",455.14,-2.446,0.306492621033065,-7.98086448575557,1.45311933792762e-15,0,"HACD4","ENSG00000188921"
"ENSG00000159184",77.4,10.036,1.25747471674212,7.9807311343196,1.4546902415138e-15,0,"HOXB13","ENSG00000159184"
"ENSG00000241852",974.17,-1.83,0.229362903246268,-7.97855560060494,1.48055592909632e-15,0,"C8orf58","ENSG00000241852"
"ENSG00000101951",49.11,4.331,0.543569291037784,7.96817252769637,1.61037941612666e-15,0,"PAGE4","ENSG00000101951"
"ENSG00000162512",8047.8,-2.199,0.275985376035299,-7.96773666684139,1.61606766859877e-15,0,"SDC3","ENSG00000162512"
"ENSG00000137573",1711.62,-2.775,0.348536849119028,-7.96080320029821,1.7092606312904e-15,0,"SULF1","ENSG00000137573"
"ENSG00000114315",693.14,1.944,0.244442336756983,7.95428262259666,1.8017241183116e-15,0,"HES1","ENSG00000114315"
"ENSG00000165795",408.61,2.388,0.30018594729155,7.95346265367501,1.81369471030588e-15,0,"NDRG2","ENSG00000165795"
"ENSG00000187498",16021.11,-2.31,0.2906431063804,-7.94909023678909,1.8788616299372e-15,0,"COL4A1","ENSG00000187498"
"ENSG00000124205",172.31,-3.936,0.495313057662047,-7.94601687616723,1.92604197411582e-15,0,"EDN3","ENSG00000124205"
"ENSG00000077942",54629.45,-1.932,0.243189467034745,-7.94599486388813,1.92638406650318e-15,0,"FBLN1","ENSG00000077942"
"ENSG00000136327",67.62,6.973,0.87782401669079,7.94381446012663,1.96056788453182e-15,0,"NKX2-8","ENSG00000136327"
"ENSG00000088387",7389.33,2.019,0.254453943199872,7.93636855256574,2.08186782946864e-15,0,"DOCK9","ENSG00000088387"
"ENSG00000069188",2255.45,2.242,0.282804932298277,7.92674756450139,2.2495992737033e-15,0,"SDK2","ENSG00000069188"
"ENSG00000147676",932.98,2.95,0.372180968167959,7.92606428906924,2.2620051909284e-15,0,"MAL2","ENSG00000147676"
"ENSG00000142552",615.34,-2.311,0.291567581908952,-7.92531713899103,2.27564797342208e-15,0,"RCN3","ENSG00000142552"
"ENSG00000159216",1930.57,-3.357,0.423635158133293,-7.92452535578388,2.29019418540736e-15,0,"RUNX1","ENSG00000159216"
"ENSG00000141837",179.21,-2.514,0.317633831062403,-7.91510279401569,2.47048891153043e-15,0,"CACNA1A","ENSG00000141837"
"ENSG00000167705",215.02,-2.645,0.334439922887869,-7.90830183571585,2.60923568733249e-15,0,"RILP","ENSG00000167705"
"ENSG00000158457",447.93,2.715,0.343396146175453,7.90752430191362,2.62557891955038e-15,0,"TSPAN33","ENSG00000158457"
"ENSG00000169122",1313.89,-1.87,0.236520727694679,-7.90442354956113,2.69176317493992e-15,0,"FAM110B","ENSG00000169122"
"ENSG00000136997",521.55,-2.783,0.352050096435246,-7.90432167565578,2.69396527706803e-15,0,"MYC","ENSG00000136997"
"ENSG00000148180",8939.24,-1.785,0.226071091519159,-7.89759707959432,2.84331535852692e-15,0,"GSN","ENSG00000148180"
"ENSG00000132170",366.44,-2.506,0.317653182311365,-7.89038706156369,3.01250731284546e-15,0,"PPARG","ENSG00000132170"
"ENSG00000133107",44.26,4.476,0.567425366908843,7.88891662915007,3.04821064263976e-15,0,"TRPC4","ENSG00000133107"
"ENSG00000175745",114.04,3.123,0.395995754923619,7.88613988143749,3.1167723429281e-15,0,"NR2F1","ENSG00000175745"
"ENSG00000160179",58.71,3.662,0.465116248736719,7.87333315990275,3.45315481430056e-15,0,"ABCG1","ENSG00000160179"
"ENSG00000183778",790.66,2.878,0.366037055977784,7.86301688877672,3.74990432363199e-15,0,"B3GALT5","ENSG00000183778"
"ENSG00000144810",80.11,-4.919,0.625972806332344,-7.85831538929952,3.89333996613578e-15,0,"COL8A1","ENSG00000144810"
"ENSG00000053328",728.83,1.913,0.243413684638731,7.85744461737458,3.9204925631839e-15,0,"METTL24","ENSG00000053328"
"ENSG00000108684",114.5,8.749,1.11350294671525,7.85720965091806,3.92785122297276e-15,0,"ASIC2","ENSG00000108684"
"ENSG00000006377",169.79,2.508,0.319347915738249,7.85439350305433,4.01711232822948e-15,0,"DLX6","ENSG00000006377"
"ENSG00000124762",2738.22,-2.453,0.312314450574324,-7.85407555992666,4.02731451925908e-15,0,"CDKN1A","ENSG00000124762"
"ENSG00000161638",2956.92,-2.306,0.29375550607047,-7.84988741702651,4.16410906539344e-15,0,"ITGA5","ENSG00000161638"
"ENSG00000197892",1443.76,1.852,0.235984126281893,7.84791634317804,4.2300621062293e-15,0,"KIF13B","ENSG00000197892"
"ENSG00000135917",365.77,1.959,0.249613537580228,7.84650338835955,4.27797199217968e-15,0,"SLC19A3","ENSG00000135917"
"ENSG00000128016",508.63,-2.122,0.270451284582776,-7.84437685808086,4.35108620386862e-15,0,"ZFP36","ENSG00000128016"
"ENSG00000114790",1177.37,1.908,0.243242087154501,7.84397959669887,4.36488054695394e-15,0,"ARHGEF26","ENSG00000114790"
"ENSG00000177570",212.39,2.789,0.355802780012189,7.83914965291205,4.5360768356975e-15,0,"SAMD12","ENSG00000177570"
"ENSG00000269825",744.78,-1.969,0.25133203330758,-7.83462616721575,4.70239678900212e-15,0,"LOC122539214","ENSG00000269825"
"ENSG00000091428",53.46,4.309,0.550271042796684,7.83151208449417,4.82037006242699e-15,0,"RAPGEF4","ENSG00000091428"
"ENSG00000187398",59.02,4.622,0.590298556842186,7.82925185037319,4.90781640733455e-15,0,"LUZP2","ENSG00000187398"
"ENSG00000162490",1096.34,2.145,0.274255763424441,7.82126661087626,5.22944544729003e-15,0,"DRAXIN","ENSG00000162490"
"ENSG00000008517",83.12,-4.747,0.607115866725619,-7.81931336280345,5.31122445091366e-15,0,"IL32","ENSG00000008517"
"ENSG00000143153",6971.15,-2.541,0.325322348160832,-7.81045898964472,5.69800975751504e-15,0,"ATP1B1","ENSG00000143153"
"ENSG00000121753",1935.87,-2.336,0.299234472737228,-7.80511396416007,5.94478004569912e-15,0,"ADGRB2","ENSG00000121753"
"ENSG00000173848",5101.52,-2.024,0.259419458533974,-7.80264857878215,6.06211901245932e-15,0,"NET1","ENSG00000173848"
"ENSG00000276850",576.73,-3.369,0.431756716003512,-7.80280833733965,6.05444677881143e-15,0,"ANXA8","ENSG00000276850"
"ENSG00000162783",1565.02,-1.923,0.24643286905847,-7.80242503725195,6.07287042109614e-15,0,"IER5","ENSG00000162783"
"ENSG00000125731",1695.37,-2.04,0.261647002258691,-7.79740797561018,6.31916873954462e-15,0,"SH2D3A","ENSG00000125731"
"ENSG00000100290",317.06,2.126,0.27281341509502,7.79450869766232,6.46595602598424e-15,0,"BIK","ENSG00000100290"
"ENSG00000143867",341.03,-3.717,0.47698453440094,-7.79246008935103,6.57169321670343e-15,0,"OSR1","ENSG00000143867"
"ENSG00000265944",51.39,6.261,0.804425936314386,7.78300458424839,7.08220661721466e-15,0,"LINC01387","ENSG00000265944"
"ENSG00000149260",1148.75,-2.056,0.264331054050158,-7.77739704319801,7.40319758837358e-15,0,"CAPN5","ENSG00000149260"
"ENSG00000134215",112.2,3.098,0.39846783757066,7.77489934463668,7.55074209436919e-15,0,"VAV3","ENSG00000134215"
"ENSG00000164741",5133.71,-1.698,0.21853538951027,-7.77010432131067,7.84215120544843e-15,0,"DLC1","ENSG00000164741"
"ENSG00000164171",2443.57,-2.818,0.362940982549224,-7.76519878955362,8.15172691830257e-15,0,"ITGA2","ENSG00000164171"
"ENSG00000165757",3266.89,-1.635,0.210621429589586,-7.76507203658704,8.15988334247262e-15,0,"JCAD","ENSG00000165757"
"ENSG00000146352",91.46,8.426,1.08583275292565,7.76000304403739,8.49273470779101e-15,0,"CLVS2","ENSG00000146352"
"ENSG00000162433",467.84,-2.649,0.341467317844293,-7.75751522429099,8.66094843904279e-15,0,"AK4","ENSG00000162433"
"ENSG00000111339",95.57,-4.295,0.553759887426895,-7.75592801135,8.76997654868206e-15,0,"ART4","ENSG00000111339"
"ENSG00000074660",127.09,-3.81,0.491277861093766,-7.75469191330626,8.85582059036107e-15,0,"SCARF1","ENSG00000074660"
"ENSG00000179314",169.04,3.108,0.401370319787002,7.74389308780439,9.64180912155192e-15,0,"WSCD1","ENSG00000179314"
"ENSG00000102007",350.96,-2.307,0.298258610010243,-7.73535951387738,1.03111305303394e-14,0,"PLP2","ENSG00000102007"
"ENSG00000204262",20217.89,1.967,0.25442439556177,7.73039823552387,1.07210664846517e-14,0,"COL5A2","ENSG00000204262"
"ENSG00000267506",75.9,3.966,0.513053097096441,7.72962921459076,1.07860278885007e-14,0,NA,"ENSG00000267506"
"ENSG00000173846",827.06,-2.439,0.315775712330829,-7.72430858346915,1.12462098743388e-14,0,"PLK3","ENSG00000173846"
"ENSG00000254602",307.47,2.031,0.263124649205608,7.71840707162737,1.17792492615757e-14,0,NA,"ENSG00000254602"
"ENSG00000109738",58.92,3.914,0.507568385659041,7.71140404630837,1.2444100272935e-14,0,"GLRB","ENSG00000109738"
"ENSG00000121210",285.31,-2.297,0.298317699947444,-7.70091997750405,1.35090073155176e-14,0,"TMEM131L","ENSG00000121210"
"ENSG00000077044",2413.23,1.923,0.249805429689777,7.69866488727878,1.37495230773594e-14,0,"DGKD","ENSG00000077044"
"ENSG00000089356",47.58,4.83,0.628673358343134,7.68360911474425,1.54668109685894e-14,0,"FXYD3","ENSG00000089356"
"ENSG00000203805",256.35,-2.706,0.352626712839807,-7.67369546640366,1.67110561091589e-14,0,"PLPP4","ENSG00000203805"
"ENSG00000147408",541.21,-2.221,0.289480423633599,-7.67274331667591,1.68356184516819e-14,0,"CSGALNACT1","ENSG00000147408"
"ENSG00000282850",108.89,-4.513,0.589038501477969,-7.66161982874994,1.83602456579201e-14,0,NA,"ENSG00000282850"
"ENSG00000183837",108.1,2.954,0.38575254472544,7.65667858878485,1.9080336019912e-14,0,"PNMA3","ENSG00000183837"
"ENSG00000133808",75.38,-4.657,0.608407751840387,-7.6547897961058,1.93628698861758e-14,0,NA,"ENSG00000133808"
"ENSG00000158747",144.83,-3.239,0.423545757349502,-7.64706123518821,2.05624421044621e-14,0,"NBL1","ENSG00000158747"
"ENSG00000109265",1763.65,1.765,0.231200058921858,7.63525847821051,2.25367817880374e-14,0,"CRACD","ENSG00000109265"
"ENSG00000136720",4162.53,1.817,0.238111047371591,7.63242388168035,2.30380484639593e-14,0,"HS6ST1","ENSG00000136720"
"ENSG00000155066",896.27,2.593,0.340162651183198,7.62408229788576,2.45776537363578e-14,0,"PROM2","ENSG00000155066"
"ENSG00000186469",304.43,2.464,0.323240380367748,7.62136896267634,2.50999359732155e-14,0,"GNG2","ENSG00000186469"
"ENSG00000065357",1016.43,-2.445,0.321105272734344,-7.61377883598931,2.6619614588927e-14,0,"DGKA","ENSG00000065357"
"ENSG00000023909",812.55,-2.177,0.286094635324139,-7.61088781504287,2.72219444596318e-14,0,"GCLM","ENSG00000023909"
"ENSG00000152256",797.87,2.313,0.304090341658758,7.60543278853661,2.8395204439218e-14,0,"PDK1","ENSG00000152256"
"ENSG00000095321",475.12,-1.936,0.254668478949726,-7.60065613312595,2.9463304928862e-14,0,"CRAT","ENSG00000095321"
"ENSG00000137843",1031.81,2.322,0.305668727135852,7.59652155666382,3.04196646641916e-14,0,"PAK6","ENSG00000137843"
"ENSG00000089060",407.97,-2.273,0.29936857167283,-7.59273074081837,3.13233010648776e-14,0,"SLC8B1","ENSG00000089060"
"ENSG00000233101",55.27,9.55,1.25799476338539,7.59129783393014,3.16717022295296e-14,0,"HOXB-AS3","ENSG00000233101"
"ENSG00000124839",1923.98,2.572,0.338827240022636,7.59096001194653,3.17543948157398e-14,0,"RAB17","ENSG00000124839"
"ENSG00000169550",282.88,2.299,0.302946606057944,7.58960626566982,3.20879025547444e-14,0,"MUC15","ENSG00000169550"
"ENSG00000155324",442.39,1.866,0.246045277818989,7.58559765949741,3.30957929829519e-14,0,"GRAMD2B","ENSG00000155324"
"ENSG00000042493",3890.1,-1.992,0.262626594638743,-7.58453625605592,3.33678357682483e-14,0,"CAPG","ENSG00000042493"
"ENSG00000222041",124.22,-2.908,0.383433048730641,-7.58383700183763,3.3548258366651e-14,0,"CYTOR","ENSG00000222041"
"ENSG00000075223",3613.94,2.61,0.344259499793254,7.5823716401121,3.39294707474951e-14,0,"SEMA3C","ENSG00000075223"
"ENSG00000143164",3252.28,-2.227,0.293887493158979,-7.57795354716212,3.51048035601944e-14,0,"DCAF6","ENSG00000143164"
"ENSG00000169692",647.86,-2.237,0.295292319001318,-7.57625642649576,3.5566849771697e-14,0,"AGPAT2","ENSG00000169692"
"ENSG00000135111",6462.64,2.343,0.309335936731821,7.57318129299523,3.64193493108048e-14,0,"TBX3","ENSG00000135111"
"ENSG00000139737",247.05,2.653,0.350573251893114,7.56688379113324,3.8228358857151e-14,0,"SLAIN1","ENSG00000139737"
"ENSG00000103811",500.4,2.176,0.287735064403231,7.5613838177556,3.98803540467797e-14,0,"CTSH","ENSG00000103811"
"ENSG00000261104",122.87,2.844,0.376615012468275,7.55262117151059,4.26584446416168e-14,0,NA,"ENSG00000261104"
"ENSG00000253414",42.86,5.695,0.754245555367331,7.55033775284679,4.34130915083834e-14,0,"LINC01605","ENSG00000253414"
"ENSG00000163064",39.03,4.955,0.656446811722596,7.54817792271191,4.4138967037003e-14,0,"EN1","ENSG00000163064"
"ENSG00000171189",51.11,3.928,0.520377707200431,7.54756498284365,4.43471288537852e-14,0,"GRIK1","ENSG00000171189"
"ENSG00000160691",3880.31,-1.739,0.230377058222967,-7.54687227058657,4.45835444085703e-14,0,"SHC1","ENSG00000160691"
"ENSG00000171791",389.2,2.326,0.308315442980489,7.54562068423259,4.50138443805849e-14,0,"BCL2","ENSG00000171791"
"ENSG00000151276",1439.29,1.647,0.218346545058155,7.54344318989489,4.57722283736819e-14,0,"MAGI1","ENSG00000151276"
"ENSG00000105609",77.96,-6.096,0.808640611690665,-7.53904800786286,4.7341467846728e-14,0,"LILRB5","ENSG00000105609"
"ENSG00000272568",82.39,-4.215,0.559355585315019,-7.53599477249318,4.84625998527897e-14,0,"CPVL-AS2","ENSG00000272568"
"ENSG00000230699",72.96,3.867,0.513583001720295,7.52867514875584,5.12577284870382e-14,0,NA,"ENSG00000230699"
"ENSG00000055732",581.52,2.511,0.333637399447156,7.52701437001055,5.19136588932794e-14,0,"MCOLN3","ENSG00000055732"
"ENSG00000153993",4184.07,7.257,0.964129818184897,7.52712093160951,5.18713253697045e-14,0,"SEMA3D","ENSG00000153993"
"ENSG00000165886",841.14,-2.171,0.288437306157956,-7.52620996398446,5.22343216782221e-14,0,"UBTD1","ENSG00000165886"
"ENSG00000123364",70.7,3.416,0.454038634873494,7.52440004433429,5.29629526444274e-14,0,"HOXC13","ENSG00000123364"
"ENSG00000257671",360.97,1.931,0.256796737888616,7.52121390074907,5.42699758413088e-14,0,"KRT7-AS","ENSG00000257671"
"ENSG00000173930",137.99,2.423,0.322226738646781,7.51940056116845,5.50279523902839e-14,0,"SLCO4C1","ENSG00000173930"
"ENSG00000149295",95.19,-3.32,0.441640762844343,-7.51655333161419,5.62391459286362e-14,0,"DRD2","ENSG00000149295"
"ENSG00000197565",9189.67,1.717,0.22886859796022,7.50349687164859,6.21374670268789e-14,0,"COL4A6","ENSG00000197565"
"ENSG00000136490",1374.85,-1.947,0.259633211008881,-7.49997568519746,6.38296725422933e-14,0,"LIMD2","ENSG00000136490"
"ENSG00000166086",1523.29,-1.725,0.230097913035995,-7.49805769804787,6.47703912017797e-14,0,"JAM3","ENSG00000166086"
"ENSG00000130303",158.83,3.1,0.413842431810641,7.49088279192498,6.84118910502377e-14,0,"BST2","ENSG00000130303"
"ENSG00000159674",144.62,-4.146,0.553723162885142,-7.48717553831848,7.03715564118206e-14,0,"SPON2","ENSG00000159674"
"ENSG00000150867",2386.44,1.721,0.229936950139088,7.48364594240238,7.2288543533646e-14,0,"PIP4K2A","ENSG00000150867"
"ENSG00000109743",173.5,-2.62,0.350153770939424,-7.48190730925379,7.32516059366303e-14,0,"BST1","ENSG00000109743"
"ENSG00000163485",67.93,-4.504,0.602101002792665,-7.48017079747778,7.42260797669197e-14,0,"ADORA1","ENSG00000163485"
"ENSG00000104059",68.23,-3.88,0.519356360046066,-7.46990041084333,8.02555367943203e-14,0,"ENTREP2","ENSG00000104059"
"ENSG00000115363",179.18,-2.733,0.365976574833904,-7.46747422517437,8.17487322320321e-14,0,"EVA1A","ENSG00000115363"
"ENSG00000239887",545.41,1.914,0.25675825756208,7.45435159039754,9.03108694682899e-14,0,"C1orf226","ENSG00000239887"
"ENSG00000033170",4816.92,-1.882,0.252591232725977,-7.45208366076025,9.18774297747485e-14,0,"FUT8","ENSG00000033170"
"ENSG00000176978",458.22,2.095,0.28120914682265,7.45070725721811,9.28411645925118e-14,0,"DPP7","ENSG00000176978"
"ENSG00000229056",98.56,3.955,0.531517894218508,7.44063005261529,1.00206209416313e-13,0,"HECW2-AS1","ENSG00000229056"
"ENSG00000120279",49.56,3.813,0.512401807017375,7.4406065190679,1.00224063932405e-13,0,"MYCT1","ENSG00000120279"
"ENSG00000072195",1835.27,-1.913,0.257164840714375,-7.43708306738824,1.02932829555027e-13,0,"SPEG","ENSG00000072195"
"ENSG00000134030",1450.78,-1.81,0.243631843787219,-7.42964443487149,1.0888998772019e-13,0,"CTIF","ENSG00000134030"
"ENSG00000114270",2009.93,-2.282,0.30724740567885,-7.426304554035,1.11673705948427e-13,0,"COL7A1","ENSG00000114270"
