"","3373-EN-1","3373-EN-10","3373-EN-11","3373-EN-2","3373-EN-3"
"ENSG00000270270",1,5,0,2,3
"ENSG00000267565",45,81,36,78,51
"ENSG00000184635",725,1196,471,1034,1177
"ENSG00000267268",8,5,1,2,5
"ENSG00000197124",360,484,242,671,533
"ENSG00000268070",15,20,5,21,17
"ENSG00000213988",452,547,278,673,753
"ENSG00000240673",6,0,1,1,2
"ENSG00000267383",222,193,93,319,299
"ENSG00000267220",0,3,0,4,5
"ENSG00000270716",7,11,2,22,8
"ENSG00000256229",654,814,315,1348,1034
"ENSG00000267641",3,0,2,9,4
"ENSG00000267771",2,7,2,6,3
"ENSG00000279039",26,50,9,68,48
"ENSG00000280079",291,257,113,435,439
"ENSG00000271524",32,36,30,70,89
"ENSG00000213985",17,13,9,29,17
"ENSG00000231205",725,454,228,1275,793
"ENSG00000238517",8,3,1,5,7
"ENSG00000268174",1,5,3,6,2
"ENSG00000237440",678,561,171,1114,767
"ENSG00000188171",405,519,185,806,663
"ENSG00000160229",153,257,104,171,198
"ENSG00000269040",4,1,4,1,4
"ENSG00000269373",0,1,2,7,4
"ENSG00000105750",429,758,261,719,594
"ENSG00000279404",4,10,4,7,3
"ENSG00000118620",525,743,288,924,826
"ENSG00000160352",1134,2899,1101,2086,2096
"ENSG00000268357",64,125,57,129,114
"ENSG00000196705",1031,1999,763,1775,1819
"ENSG00000240522",23,29,13,29,33
"ENSG00000268747",3,11,0,10,2
"ENSG00000268521",53,80,34,68,59
"ENSG00000182141",480,1134,307,936,906
"ENSG00000172687",688,1576,716,1062,847
"ENSG00000268731",0,4,2,4,3
"ENSG00000213976",122,284,112,244,255
"ENSG00000196268",216,642,236,543,445
"ENSG00000268119",338,837,372,515,516
"ENSG00000268658",29,48,16,26,27
"ENSG00000197013",241,443,172,407,370
"ENSG00000268705",0,5,3,5,5
"ENSG00000268555",7,2,8,12,9
"ENSG00000268535",3,6,1,6,7
"ENSG00000268117",3,9,5,5,3
"ENSG00000197020",466,1117,411,904,621
"ENSG00000269845",8,19,8,23,6
"ENSG00000198521",736,2822,1108,1351,1194
"ENSG00000268438",3,14,6,15,6
"ENSG00000268140",31,79,30,79,66
"ENSG00000241282",47,78,57,35,48
"ENSG00000269067",1,2,1,3,4
"ENSG00000267886",184,352,243,149,241
"ENSG00000183850",152,432,128,316,324
"ENSG00000270479",3,10,1,9,6
"ENSG00000268105",2,14,4,11,3
"ENSG00000267920",10,16,6,12,9
"ENSG00000196081",121,247,125,197,166
"ENSG00000269837",249,911,676,281,365
"ENSG00000284428",141,459,251,160,195
"ENSG00000167232",779,1854,779,1066,1378
"ENSG00000267934",8,32,11,14,8
"ENSG00000269416",284,328,277,308,592
"ENSG00000197372",284,769,225,602,564
"ENSG00000196172",123,252,73,253,260
"ENSG00000233836",280,617,277,476,462
"ENSG00000269662",2,4,1,1,5
"ENSG00000267924",5,12,6,6,7
"ENSG00000225178",1656,1799,1015,2375,1941
"ENSG00000277493",1,2,0,10,6
"ENSG00000213967",28,84,34,55,70
"ENSG00000269397",6,14,2,10,9
"ENSG00000213096",449,1336,462,1004,908
"ENSG00000268362",104,261,117,156,158
"ENSG00000279425",42,122,62,82,63
"ENSG00000268442",10,8,6,11,9
"ENSG00000261824",151,229,106,214,225
"ENSG00000261770",25,85,39,39,50
"ENSG00000267575",115,132,89,89,135
"ENSG00000281468",4,29,9,12,9
"ENSG00000267264",1,2,7,0,3
"ENSG00000267509",7,8,0,4,6
"ENSG00000260725",14,7,5,18,19
"ENSG00000283403",20,13,6,22,33
"ENSG00000267537",2,3,0,1,4
"ENSG00000266976",4,8,4,1,9
"ENSG00000283269",0,4,0,5,13
"ENSG00000267799",13,6,4,16,22
"ENSG00000169021",2548,3137,2130,2987,2369
"ENSG00000267498",1,4,1,2,9
"ENSG00000105171",790,670,459,912,786
"ENSG00000166289",705,259,374,539,485
"ENSG00000131943",957,1287,779,1072,1033
"ENSG00000105173",642,1067,660,747,675
"ENSG00000105176",1537,2295,1102,2170,1949
"ENSG00000267692",0,3,3,3,1
"ENSG00000266910",7,23,10,9,11
"ENSG00000198597",2,83,80,1,0
"ENSG00000280061",0,16,6,0,0
"ENSG00000121297",476,149,70,551,311
"ENSG00000267662",7,0,1,4,4
"ENSG00000278875",10,5,0,10,9
"ENSG00000168813",688,1891,733,1034,1130
"ENSG00000267213",28,15,11,22,23
"ENSG00000178904",1795,4786,1727,2996,2799
"ENSG00000105185",640,963,610,714,707
"ENSG00000105186",1005,1129,789,943,1103
"ENSG00000267475",12,23,18,15,13
"ENSG00000213965",304,311,195,331,247
"ENSG00000173809",12,4,9,9,10
"ENSG00000021488",23,16,10,15,18
"ENSG00000121289",1548,1854,1241,1594,1716
"ENSG00000131944",207,248,166,229,188
"ENSG00000131941",1079,1123,802,1130,1161
"ENSG00000076650",584,815,631,599,629
"ENSG00000166359",51,110,72,53,54
"ENSG00000130881",950,657,528,844,790
"ENSG00000130876",12,0,3,1,6
"ENSG00000245848",253,154,202,171,122
"ENSG00000267296",95,110,109,111,114
"ENSG00000267130",3,3,8,1,5
"ENSG00000153879",975,1697,1086,1268,1317
"ENSG00000124299",1340,1183,1022,1130,1103
"ENSG00000124302",40,10,12,11,40
"ENSG00000153885",3023,3320,2754,3101,3075
"ENSG00000277013",98,45,22,106,108
"ENSG00000257103",4923,9359,5175,6699,6222
"ENSG00000166398",1387,3238,1970,1557,1459
"ENSG00000267219",14,9,3,4,6
"ENSG00000105220",2425,2090,1856,1616,2287
"ENSG00000126249",48,89,64,63,58
"ENSG00000126261",2469,5461,2776,3568,3236
"ENSG00000142279",2048,3250,2561,1857,1857
"ENSG00000268751",16,10,10,9,3
"ENSG00000205209",5,14,13,5,9
"ENSG00000279329",44,44,23,49,41
"ENSG00000089335",964,2007,784,1498,1433
"ENSG00000274104",18,48,38,18,11
"ENSG00000197841",199,432,164,350,363
"ENSG00000153896",212,214,145,213,242
"ENSG00000267767",30,69,65,34,36
"ENSG00000261754",52,129,73,80,51
"ENSG00000269086",28,40,20,20,20
"ENSG00000271109",39,33,43,30,32
"ENSG00000270624",2,3,1,2,12
"ENSG00000270876",5,5,2,2,5
"ENSG00000168661",101,158,95,116,113
"ENSG00000280106",15,32,8,26,12
"ENSG00000180884",209,228,188,245,158
"ENSG00000089351",2668,2512,2483,1797,2218
"ENSG00000271032",15,40,27,20,24
"ENSG00000105711",125,63,55,136,132
"ENSG00000105707",478,1029,999,473,444
"ENSG00000227392",1,6,2,2,1
"ENSG00000179066",1,8,9,0,0
"ENSG00000089356",1,117,108,3,8
"ENSG00000153902",15,36,53,17,19
"ENSG00000221946",12,0,4,3,3
"ENSG00000089327",1880,218,127,1099,1231
"ENSG00000262497",2,12,0,4,2
"ENSG00000105699",5008,5749,4889,3951,4626
"ENSG00000271366",30,34,30,21,26
"ENSG00000268947",31,52,67,37,35
"ENSG00000105698",2890,4567,4001,2465,2579
"ENSG00000105695",1,831,676,0,1
"ENSG00000012124",4,2850,2042,1,0
"ENSG00000269553",0,89,49,0,0
"ENSG00000126266",0,53,49,0,0
"ENSG00000188508",4,9,7,5,12
"ENSG00000161249",1720,1654,1513,1329,1562
"ENSG00000189001",18,8,1,8,3
"ENSG00000236144",299,546,436,316,337
"ENSG00000105677",1625,2242,1844,1131,1240
"ENSG00000105675",3,7,6,0,2
"ENSG00000249115",1400,1593,1476,1046,1210
"ENSG00000126254",3530,3010,2562,3116,3014
"ENSG00000105672",29,29,12,14,21
"ENSG00000126267",3346,3015,2518,3150,3026
"ENSG00000105668",0,14,27,1,2
"ENSG00000011590",14,9,16,8,6
"ENSG00000272333",2749,3414,3086,1977,2455
"ENSG00000126246",16,17,12,19,9
"ENSG00000161265",50,60,56,43,53
"ENSG00000205155",222,236,164,280,217
"ENSG00000267796",243,45,87,184,193
"ENSG00000004776",105,4,7,87,76
"ENSG00000167595",700,872,602,597,653
"ENSG00000267049",9,13,6,13,14
"ENSG00000004777",1354,754,593,948,992
"ENSG00000225872",44,31,14,28,40
"ENSG00000126259",12,18,12,5,12
"ENSG00000105290",761,349,163,518,465
"ENSG00000167604",218,255,313,212,248
"ENSG00000280194",7,0,1,8,4
"ENSG00000126243",1262,1418,1036,1001,1061
"ENSG00000267786",1,7,2,6,4
"ENSG00000205138",432,362,386,414,375
"ENSG00000181392",169,174,246,143,168
"ENSG00000239382",112,118,75,101,105
"ENSG00000267698",5,12,13,6,10
"ENSG00000105270",448,1121,519,435,536
"ENSG00000161277",251,286,192,251,216
"ENSG00000075702",1018,1049,968,683,832
"ENSG00000280023",1,8,4,1,4
"ENSG00000105261",5,3,5,6,2
"ENSG00000105258",53,52,55,31,30
"ENSG00000105254",4712,2313,1802,3447,3300
"ENSG00000126247",10067,4575,3562,8608,8163
"ENSG00000270760",15,11,9,18,16
"ENSG00000161281",26,17,15,40,33
"ENSG00000196357",98,153,63,145,144
"ENSG00000167635",1552,4255,1730,2340,2748
"ENSG00000267053",9,30,9,4,11
"ENSG00000232677",832,2553,1632,782,1202
"ENSG00000142065",181,558,334,346,301
"ENSG00000181007",250,340,189,281,328
"ENSG00000186017",94,325,201,171,156
"ENSG00000267309",22,46,23,24,20
"ENSG00000267091",2,7,1,3,3
"ENSG00000254004",494,1427,571,1045,961
"ENSG00000186020",234,803,332,461,448
"ENSG00000233527",101,147,58,128,121
"ENSG00000161298",125,262,141,208,230
"ENSG00000197808",98,169,88,169,140
"ENSG00000276071",15,32,28,13,18
"ENSG00000225975",25,34,24,35,19
"ENSG00000189042",182,504,236,315,307
"ENSG00000267041",92,273,159,141,181
"ENSG00000267260",1,11,7,6,6
"ENSG00000267254",9,35,11,8,9
"ENSG00000197863",93,185,105,137,155
"ENSG00000251247",166,464,226,237,237
"ENSG00000185869",66,120,48,108,100
"ENSG00000198453",92,112,56,125,125
"ENSG00000197050",94,176,106,140,198
"ENSG00000196967",139,232,120,205,234
"ENSG00000245680",195,265,138,217,283
"ENSG00000188283",97,232,110,154,134
"ENSG00000226686",25,71,25,21,15
"ENSG00000267605",2,9,6,1,5
"ENSG00000181666",786,1414,1057,860,953
"ENSG00000276846",4,7,4,4,6
"ENSG00000267682",12,25,12,7,17
"ENSG00000189164",85,170,73,134,144
"ENSG00000196437",112,126,74,193,182
"ENSG00000171827",143,182,99,253,240
"ENSG00000266916",48,98,62,41,31
"ENSG00000267115",3,8,3,4,3
"ENSG00000188227",365,668,331,530,563
"ENSG00000180458",4,3,1,0,3
"ENSG00000267470",32,43,38,29,23
"ENSG00000171817",8,8,6,22,10
"ENSG00000180479",65,82,49,95,100
"ENSG00000120784",360,593,333,614,570
"ENSG00000196381",18,33,14,28,30
"ENSG00000267319",1,4,1,3,11
"ENSG00000198182",322,550,431,331,431
"ENSG00000267152",19,40,18,41,31
"ENSG00000189144",59,118,75,58,72
"ENSG00000267422",250,312,208,281,237
"ENSG00000267640",15,64,37,19,28
"ENSG00000225868",0,6,3,0,3
"ENSG00000105738",1533,3057,2165,1136,1420
"ENSG00000268764",3,7,2,2,7
"ENSG00000269653",3,8,7,4,3
"ENSG00000268499",2,8,3,2,4
"ENSG00000275132",0,9,4,3,4
"ENSG00000011332",126,95,65,128,121
"ENSG00000167642",20370,17377,11598,16681,14810
"ENSG00000167641",424,27,28,303,276
"ENSG00000200209",2,3,1,2,6
"ENSG00000167644",31,11,4,16,8
"ENSG00000167645",2760,1677,1629,2224,2161
"ENSG00000099337",2895,432,144,3090,2487
"ENSG00000099338",120,167,163,131,215
"ENSG00000099341",5073,3932,2837,4568,4459
"ENSG00000179168",10,22,14,9,19
"ENSG00000188766",17,80,26,18,30
"ENSG00000130244",264,153,130,250,185
"ENSG00000171777",19,3,8,15,8
"ENSG00000196218",28,29,20,15,27
"ENSG00000104814",23,26,40,6,19
"ENSG00000178982",3186,2667,2416,2735,2767
"ENSG00000130402",31036,25272,16039,21958,27820
"ENSG00000267375",2,0,2,2,4
"ENSG00000182472",148,47,45,127,125
"ENSG00000267892",14,5,1,8,20
"ENSG00000205076",6,1,0,2,2
"ENSG00000178934",4,0,0,6,7
"ENSG00000171747",16,7,7,6,10
"ENSG00000104823",1291,790,807,1220,1142
"ENSG00000268756",14,18,6,14,16
"ENSG00000104824",6719,9369,7264,5355,5720
"ENSG00000269688",37,98,55,37,34
"ENSG00000187994",102,23,16,104,78
"ENSG00000068903",1009,546,333,1036,845
"ENSG00000104825",654,623,601,557,503
"ENSG00000262484",22,18,34,13,15
"ENSG00000104835",40,100,94,45,43
"ENSG00000128626",886,897,741,704,673
"ENSG00000269486",21,50,37,43,31
"ENSG00000269190",495,591,542,462,473
"ENSG00000161243",200,177,126,153,191
"ENSG00000183760",8,6,5,9,12
"ENSG00000130669",5077,4890,4523,4058,4169
"ENSG00000188505",53,23,23,35,67
"ENSG00000128011",83,357,287,55,70
"ENSG00000268262",1,5,3,0,1
"ENSG00000130755",4,3,1,6,2
"ENSG00000269246",13,7,2,1,4
"ENSG00000179134",4543,6205,4260,3934,4256
"ENSG00000241983",4,3,5,4,6
"ENSG00000006712",2620,2337,1891,2136,2073
"ENSG00000063322",1880,2490,1922,1813,1895
"ENSG00000128016",693,183,158,709,808
"ENSG00000090924",4882,5391,3534,4119,4751
"ENSG00000105193",13551,12487,13891,10514,10493
"ENSG00000196235",7536,7452,5310,5718,6387
"ENSG00000105197",1859,2295,1896,1494,1680
"ENSG00000090932",19,20,6,14,16
"ENSG00000186838",146,109,135,119,100
"ENSG00000176401",31,57,25,66,50
"ENSG00000269584",0,6,9,8,1
"ENSG00000176396",871,1905,1158,929,779
"ENSG00000105198",7,2,3,1,0
"ENSG00000268153",5,18,6,3,1
"ENSG00000249861",63,48,33,35,2
"ENSG00000006659",0,9,3,0,0
"ENSG00000276445",3,6,3,7,13
"ENSG00000105204",1266,2043,1645,1002,1127
"ENSG00000277759",1,8,3,5,2
"ENSG00000105202",5453,6123,5869,4972,5014
"ENSG00000275395",19,80,36,20,18
"ENSG00000187534",206,225,145,279,313
"ENSG00000013275",2806,2871,2164,2133,2307
"ENSG00000187187",63,95,70,98,76
"ENSG00000269069",21,79,47,28,42
"ENSG00000128000",328,732,324,442,520
"ENSG00000197782",438,517,262,685,668
"ENSG00000130758",794,833,623,644,716
"ENSG00000174521",2,2,5,2,1
"ENSG00000105219",2,4,12,2,0
"ENSG00000105221",6693,6453,5125,5335,5663
"ENSG00000205041",90,157,94,85,98
"ENSG00000207631",11,12,14,14,11
"ENSG00000160392",847,810,653,675,662
"ENSG00000206925",1,3,1,1,4
"ENSG00000105223",30984,27276,18712,27567,29422
"ENSG00000279759",193,219,145,167,157
"ENSG00000160396",13,6,10,12,21
"ENSG00000105227",530,299,255,498,403
"ENSG00000197019",737,218,241,632,504
"ENSG00000167565",1266,850,805,1317,1155
"ENSG00000268366",54,40,24,21,25
"ENSG00000090013",1119,352,331,998,789
"ENSG00000160460",13,17,14,12,11
"ENSG00000160410",3052,2124,1901,2493,2912
"ENSG00000090006",1916,1182,950,1503,1613
"ENSG00000105245",1222,527,358,927,1037
"ENSG00000123815",2256,1398,1337,1828,1702
"ENSG00000223284",1,9,3,4,1
"ENSG00000086544",2107,1228,1180,1775,1586
"ENSG00000188493",888,945,679,803,796
"ENSG00000077312",3456,3979,3893,3088,3261
"ENSG00000167578",72,41,25,44,53
"ENSG00000282951",12,8,4,4,12
"ENSG00000269858",762,754,538,690,681
"ENSG00000233622",36,41,38,41,40
"ENSG00000237118",12,21,24,0,8
"ENSG00000269843",10,30,19,12,12
"ENSG00000279108",3,31,18,10,3
"ENSG00000255974",2,10,4,3,0
"ENSG00000130612",0,3,3,5,2
"ENSG00000256612",4,9,11,10,2
"ENSG00000197446",4,4,7,0,1
"ENSG00000268529",1,3,3,3,2
"ENSG00000224476",2,5,3,2,1
"ENSG00000167600",2222,1972,2129,1273,1787
"ENSG00000167601",18787,6958,2178,15193,14860
"ENSG00000269652",22,20,11,26,28
"ENSG00000105323",13887,14906,11134,12600,13360
"ENSG00000105329",4639,1564,453,3881,3753
"ENSG00000142039",2077,2072,1739,1932,1862
"ENSG00000142046",99,85,72,103,66
"ENSG00000123810",89,119,96,72,79
"ENSG00000277744",21,35,10,16,13
"ENSG00000077348",417,589,626,297,330
"ENSG00000248098",5,8,1,1,10
"ENSG00000177191",203,134,116,139,122
"ENSG00000105341",2588,2364,1808,2106,2146
"ENSG00000268034",310,328,128,433,404
"ENSG00000269800",4,4,4,2,2
"ENSG00000268355",3,0,0,6,5
"ENSG00000270164",18,1,1,19,17
"ENSG00000268027",7,0,0,8,5
"ENSG00000007129",15,0,0,6,17
"ENSG00000105372",25872,22771,20347,22395,19689
"ENSG00000276926",3,5,3,4,3
"ENSG00000105369",5,3,10,7,10
"ENSG00000076928",3080,1419,1079,2496,2525
"ENSG00000268041",9,6,17,13,8
"ENSG00000105404",4867,2235,1754,3964,3637
"ENSG00000105409",31,6,3,11,26
"ENSG00000105737",84,221,348,72,123
"ENSG00000105732",1194,971,1098,931,1016
"ENSG00000028277",480,100,48,360,273
"ENSG00000160570",898,1069,950,711,769
"ENSG00000167625",1037,852,795,793,898
"ENSG00000105723",1805,2097,1550,1478,1554
"ENSG00000279539",22,20,12,7,11
"ENSG00000105722",2479,2861,3331,2225,2419
"ENSG00000079432",4322,4171,3447,3223,3686
"ENSG00000079462",1204,1102,1042,1096,1029
"ENSG00000188368",31,66,46,29,26
"ENSG00000105429",10379,8455,5740,7406,8501
"ENSG00000105427",87,65,68,53,84
"ENSG00000213904",7,21,13,18,8
"ENSG00000079435",145,316,291,88,114
"ENSG00000079385",419,21,7,443,357
"ENSG00000221826",11,1,1,6,8
"ENSG00000124467",25,0,0,12,20
"ENSG00000231924",60,1,0,37,23
"ENSG00000170848",49,7,0,14,9
"ENSG00000221878",7,0,0,2,1
"ENSG00000282943",8,0,0,6,3
"ENSG00000242221",18,3,0,12,2
"ENSG00000204941",448,6,0,285,191
"ENSG00000243137",1205,48,3,913,707
"ENSG00000183668",85,6,0,45,41
"ENSG00000204936",178,11,4,189,89
"ENSG00000204933",4,1,0,6,4
"ENSG00000124466",156,125,38,103,74
"ENSG00000176531",480,634,374,295,259
"ENSG00000105755",490,406,214,337,379
"ENSG00000176472",47,31,29,48,41
"ENSG00000073050",1335,1402,1186,1006,1162
"ENSG00000234465",140,182,132,113,156
"ENSG00000167378",1424,1853,1370,1333,1651
"ENSG00000124444",222,261,229,267,266
"ENSG00000226763",11,30,16,15,29
"ENSG00000131116",1161,903,844,1055,884
"ENSG00000105767",1527,2671,1439,1019,1433
"ENSG00000011422",904,414,305,600,752
"ENSG00000239948",3,7,2,0,0
"ENSG00000105771",1470,1826,1160,1280,1128
"ENSG00000104783",195,2685,1831,107,96
"ENSG00000268601",7,1,1,6,0
"ENSG00000159871",121,39,36,57,55
"ENSG00000167637",113,289,120,163,183
"ENSG00000176222",50,55,25,89,61
"ENSG00000278917",4,26,12,9,10
"ENSG00000267058",18,12,8,8,14
"ENSG00000267191",1,9,3,3,6
"ENSG00000124459",543,992,533,544,543
"ENSG00000159905",79,135,99,65,86
"ENSG00000204920",70,110,42,71,85
"ENSG00000277806",8,27,4,19,16
"ENSG00000278492",4,8,3,10,5
"ENSG00000266921",11,7,3,11,9
"ENSG00000159882",124,228,127,187,210
"ENSG00000159885",86,142,74,131,131
"ENSG00000178386",23,59,32,43,23
"ENSG00000186026",36,47,47,39,51
"ENSG00000267680",289,623,355,400,341
"ENSG00000186019",6,10,8,7,5
"ENSG00000256294",190,282,173,280,267
"ENSG00000263002",331,537,315,428,477
"ENSG00000167380",533,1150,551,758,827
"ENSG00000131115",261,437,308,293,328
"ENSG00000159917",140,202,134,153,195
"ENSG00000279103",2,8,0,1,1
"ENSG00000159915",21,60,47,30,48
"ENSG00000267590",5,3,5,5,4
"ENSG00000062370",184,353,168,222,257
"ENSG00000267508",103,128,99,102,157
"ENSG00000278318",95,221,103,95,109
"ENSG00000176761",6,14,14,9,9
"ENSG00000167384",260,648,263,413,357
"ENSG00000266903",0,6,2,0,2
"ENSG00000073008",894,755,515,685,857
"ENSG00000186567",72,136,127,86,77
"ENSG00000279095",69,105,66,89,83
"ENSG00000069399",76,11,8,27,52
"ENSG00000142273",65,166,167,42,77
"ENSG00000187244",3644,28665,23844,2823,4384
"ENSG00000130202",20644,19817,15420,15199,16601
"ENSG00000267282",11,5,9,10,6
"ENSG00000130204",3072,4030,3208,2520,2702
"ENSG00000130203",41539,25081,21987,34097,27400
"ENSG00000280087",11,5,5,1,10
"ENSG00000130208",93,67,81,44,83
"ENSG00000267114",3,31,3,8,22
"ENSG00000104853",5698,5699,4950,4074,4601
"ENSG00000104856",158,96,72,199,139
"ENSG00000104859",1560,1924,1846,1116,1256
"ENSG00000207003",4,10,3,7,1
"ENSG00000170684",70,14,34,47,69
"ENSG00000267348",10,12,4,13,20
"ENSG00000142252",301,333,216,358,309
"ENSG00000007047",2037,1903,1292,1777,1773
"ENSG00000104866",1989,1700,1501,1636,1585
"ENSG00000267346",0,2,3,4,1
"ENSG00000179846",22,32,36,16,10
"ENSG00000007255",570,785,683,575,572
"ENSG00000189114",503,317,296,411,428
"ENSG00000283632",4,10,5,6,5
"ENSG00000104879",1,1,4,4,9
"ENSG00000104892",115,96,54,64,97
"ENSG00000104884",1570,1768,1554,1105,1312
"ENSG00000104881",3728,3132,2129,3267,3056
"ENSG00000117877",140,198,135,100,115
"ENSG00000012061",1437,1412,1171,1228,1248
"ENSG00000125740",101,128,29,113,81
"ENSG00000125744",1523,953,769,1202,1203
"ENSG00000213889",24,33,30,22,37
"ENSG00000125753",3824,2728,1583,3997,3861
"ENSG00000125741",1145,1217,960,1119,1121
"ENSG00000177464",2,2,1,5,4
"ENSG00000125746",911,345,263,619,622
"ENSG00000010310",9,10,3,9,19
"ENSG00000125743",7159,5435,5281,5989,5825
"ENSG00000011478",808,677,533,550,668
"ENSG00000177051",870,1220,845,769,1021
"ENSG00000279407",55,164,61,69,101
"ENSG00000177045",438,316,274,304,325
"ENSG00000259605",98,83,103,79,76
"ENSG00000267395",42,23,21,30,24
"ENSG00000104936",1261,1702,1407,1104,1146
"ENSG00000185800",1738,2475,1893,1534,1584
"ENSG00000104941",5,1,2,2,4
"ENSG00000125755",4119,4024,3480,2915,3472
"ENSG00000269148",8,27,23,10,16
"ENSG00000170608",70,41,69,28,76
"ENSG00000170604",1263,1551,1682,1136,1003
"ENSG00000176182",343,309,254,247,267
"ENSG00000104967",2,21,6,2,7
"ENSG00000104983",277,141,121,192,236
"ENSG00000008438",20,26,23,12,18
"ENSG00000268401",3,13,11,9,14
"ENSG00000204869",24,25,14,34,22
"ENSG00000267922",16,2,1,38,7
"ENSG00000188624",1,1,0,5,3
"ENSG00000204866",5,4,3,4,1
"ENSG00000268621",27,5,8,34,15
"ENSG00000268879",14,3,1,14,15
"ENSG00000268460",37,6,2,40,23
"ENSG00000188293",20,0,0,9,6
"ENSG00000124440",629,220,178,519,489
"ENSG00000011485",2512,2891,2455,1878,2198
"ENSG00000169515",2021,1161,862,1840,1715
"ENSG00000277531",2,4,2,0,2
"ENSG00000182013",1173,2491,1443,1348,1337
"ENSG00000230510",16,33,14,33,16
"ENSG00000204851",108,34,15,106,82
"ENSG00000268423",0,6,0,5,2
"ENSG00000249210",12,6,1,2,1
"ENSG00000160014",21165,14395,12125,17455,17272
"ENSG00000160013",92,0,2,41,48
"ENSG00000167414",11,1,2,5,5
"ENSG00000279161",38,7,6,44,36
"ENSG00000197380",1093,175,192,883,680
"ENSG00000245598",10,3,1,15,22
"ENSG00000105287",2475,1541,1215,1902,1966
"ENSG00000211513",0,5,1,13,3
"ENSG00000090372",4457,4639,3965,3383,3827
"ENSG00000269487",1,7,3,3,1
"ENSG00000181027",2187,2582,2052,1800,1834
"ENSG00000105281",8945,4048,3714,6213,6974
"ENSG00000275719",12,9,9,17,4
"ENSG00000042753",5387,2765,2403,4706,4065
"ENSG00000160007",6029,8151,4678,5789,6086
"ENSG00000279948",17,20,3,19,11
"ENSG00000130751",69,69,46,48,55
"ENSG00000130748",1724,753,595,1469,1315
"ENSG00000130749",3369,3738,2861,2795,3243
"ENSG00000142230",8747,11675,7427,9007,8793
"ENSG00000105327",2284,438,385,1731,1495
"ENSG00000105321",1461,996,858,1111,1265
"ENSG00000257704",549,271,240,442,399
"ENSG00000197405",20,13,11,27,14
"ENSG00000134815",1404,1718,1370,1056,1287
"ENSG00000105419",158,314,312,105,195
"ENSG00000118160",31,12,12,8,34
"ENSG00000118162",314,375,367,280,226
"ENSG00000268061",9,9,15,18,9
"ENSG00000105402",933,809,744,720,849
"ENSG00000279861",25,56,34,30,38
"ENSG00000118156",34,12,13,22,24
"ENSG00000268746",3,1,0,4,5
"ENSG00000277383",53,20,29,47,39
"ENSG00000063169",1300,1592,1507,964,1128
"ENSG00000278999",3,3,4,4,0
"ENSG00000024422",5575,808,300,4568,5255
"ENSG00000105373",8799,10597,10540,8311,7716
"ENSG00000269656",8,11,12,2,9
"ENSG00000178980",6113,2315,2167,6031,5713
"ENSG00000105499",23,1,1,13,9
"ENSG00000105486",3948,3442,3158,3089,3298
"ENSG00000269534",11,25,16,18,24
"ENSG00000269321",1,8,4,0,1
"ENSG00000185453",504,874,609,451,380
"ENSG00000105483",726,807,430,818,855
"ENSG00000280353",4,14,6,5,1
"ENSG00000268583",2,4,1,4,4
"ENSG00000268001",15,17,3,17,21
"ENSG00000178150",214,308,167,247,233
"ENSG00000105479",92,5,13,82,58
"ENSG00000142227",1069,29,37,973,579
"ENSG00000161558",634,522,460,624,616
"ENSG00000105467",0,5,4,5,2
"ENSG00000105438",11988,12421,6923,13155,13362
"ENSG00000105464",149,117,70,88,156
"ENSG00000105447",1816,2210,1756,1633,1780
"ENSG00000182324",35,53,40,29,27
"ENSG00000105443",5047,5596,4090,4443,4038
"ENSG00000142235",1431,1404,1221,1250,1307
"ENSG00000269814",4,0,7,0,0
"ENSG00000088002",14,3,3,12,14
"ENSG00000105523",44,20,28,25,57
"ENSG00000177202",8,3,4,5,9
"ENSG00000063177",15235,14549,14251,13620,13506
"ENSG00000268093",7,9,8,6,5
"ENSG00000063176",1240,4603,4212,929,1382
"ENSG00000105516",104,116,167,94,80
"ENSG00000063180",155,271,332,162,201
"ENSG00000232871",6,7,2,7,4
"ENSG00000142233",6,11,11,11,5
"ENSG00000176920",60,54,68,43,66
"ENSG00000176909",49,57,68,41,37
"ENSG00000105538",66,68,38,45,62
"ENSG00000182264",2,3,6,0,5
"ENSG00000174951",113,369,370,78,178
"ENSG00000105552",1019,1559,1726,827,1038
"ENSG00000087076",324,152,121,273,260
"ENSG00000105559",434,561,424,420,484
"ENSG00000087074",3001,1826,1102,2634,2253
"ENSG00000104804",29,9,13,34,27
"ENSG00000104805",9220,6351,5353,7108,7442
"ENSG00000235191",3,1,1,3,4
"ENSG00000260366",3,4,5,3,4
"ENSG00000104808",7,5,8,7,12
"ENSG00000087088",5619,2811,2152,4744,4168
"ENSG00000267898",2,7,8,4,6
"ENSG00000087086",34954,14745,12148,37557,30923
"ENSG00000104812",3457,2861,1907,2924,3181
"ENSG00000183207",3479,2699,2618,2231,2508
"ENSG00000104826",4,8,7,1,4
"ENSG00000268655",8,6,4,8,6
"ENSG00000104827",55,23,3,26,1
"ENSG00000189052",88,48,8,66,2
"ENSG00000213030",97,44,2,58,1
"ENSG00000196337",65,156,96,57,51
"ENSG00000268108",13,51,12,12,15
"ENSG00000225950",231,437,225,250,235
"ENSG00000268287",6,17,12,17,13
"ENSG00000104848",17,7,4,11,11
"ENSG00000104852",10475,10859,9523,8202,8153
"ENSG00000104863",125,59,102,81,99
"ENSG00000221916",24,5,9,18,8
"ENSG00000177380",171,37,38,180,151
"ENSG00000130528",4,0,3,2,8
