"ensembl_id","gene_symbol","DMEM_mean","NB_mean"
"ENSG00000227232",NA,134.171993730397,134.170165171555
"ENSG00000278267","MIR6859-2",12.7919618263699,6.05714443602398
"ENSG00000233750","CICP27",4.02457818917532,6.63773599167582
"ENSG00000268903",NA,220.223961276686,138.329048046525
"ENSG00000269981",NA,183.156478175328,156.788295018585
"ENSG00000241860",NA,39.1280449329559,44.4336564494981
"ENSG00000279457",NA,230.984042355474,198.516163372179
"ENSG00000228463","RPL23AP21",18.0962613092808,10.6649771062464
"ENSG00000237094",NA,230.910926854484,117.05800070099
"ENSG00000225630","MTND2P28",336.158713806807,197.483465861883
"ENSG00000237973","MTCO1P12",873.765283522539,1214.05296470695
"ENSG00000229344","MTCO2P12",12.0789856785119,12.6633386185202
"ENSG00000248527","MTATP6P1",16243.9975137356,11895.6880323213
"ENSG00000198744","MTCO3P12",9.14346336411766,5.57523537429743
"ENSG00000229376",NA,3.53619965527394,4.41389476773886
"ENSG00000228327",NA,309.806877367264,200.64467043993
"ENSG00000237491",NA,83.0667597039354,36.5734680507374
"ENSG00000230092",NA,5.41659828988923,2.61010113896807
"ENSG00000177757","FAM87B",4.28835910912006,4.02755610508031
"ENSG00000228794","LINC01128",1418.78720018636,1070.45526531425
"ENSG00000225880",NA,40.8961447605929,32.8007254057846
"ENSG00000272438",NA,19.7912456359276,0.322310072770132
"ENSG00000230699",NA,165.446798814942,11.310384728061
"ENSG00000223764","LINC02593",1829.41009997675,38.8956358407027
"ENSG00000187634","SAMD11",2958.10652745451,95.2265337010155
"ENSG00000188976","NOC2L",3603.8325677873,3422.44287706685
"ENSG00000187961","KLHL17",842.739306130606,804.537203511283
"ENSG00000187583","PLEKHN1",208.207588877193,141.638064771066
"ENSG00000187642","PERM1",74.9000534076205,50.4578416190486
"ENSG00000272512",NA,22.5752858373554,14.7893635724337
"ENSG00000188290","HES4",734.485306891985,887.23726714824
"ENSG00000187608","ISG15",121.262481986062,495.473984466345
"ENSG00000224969",NA,14.217914122086,5.18826673061936
"ENSG00000188157","AGRN",37061.9985915962,25496.1715022603
"ENSG00000217801",NA,55.3439076076214,135.13484951891
"ENSG00000273443",NA,0,15.8854156270648
"ENSG00000237330","RNF223",23.8210749360888,25.1323455964197
"ENSG00000131591","C1orf159",1209.67394426609,1008.51595431131
"ENSG00000272141",NA,6.58402077664649,2.57840183453361
"ENSG00000186891","TNFRSF18",3.68768176824034,4.22157275519129
"ENSG00000078808","SDF4",6479.72911715863,7833.60128533512
"ENSG00000176022","B3GALT6",2134.1271733059,2265.57024999312
"ENSG00000184163","C1QTNF12",67.7650408180542,45.6242929942807
"ENSG00000260179",NA,15.649117528788,7.3463847271045
"ENSG00000160087","UBE2J2",1968.03768826219,2079.31426614048
"ENSG00000230415",NA,12.6065475184013,11.5344847926705
"ENSG00000162572","SCNN1D",89.0658564726599,65.0837444416344
"ENSG00000131584","ACAP3",2147.18009047032,3052.65345790905
"ENSG00000169972","PUSL1",391.591490248377,473.778493473425
"ENSG00000127054","INTS11",2717.73947089363,2904.29145458776
"ENSG00000240731",NA,76.0779781163496,70.4016464317263
"ENSG00000224051","CPTP",769.675216940626,1165.35575079272
"ENSG00000169962","TAS1R3",27.0543103654299,21.3621260026918
"ENSG00000107404","DVL1",2391.91749843982,2489.100691021
"ENSG00000162576","MXRA8",5043.44028178725,13740.3099626082
"ENSG00000175756","AURKAIP1",2684.92116359541,3633.02963193848
"ENSG00000223663","NDUFB4P8",0.376079726923059,3.57726760016078
"ENSG00000221978","CCNL2",13181.9088179252,10661.565080835
"ENSG00000224870","MRPL20-AS1",860.362942238943,825.164263819444
"ENSG00000242485","MRPL20",1391.21905583773,1324.98943543228
"ENSG00000272455",NA,209.458629086912,163.884594270355
"ENSG00000235098","ANKRD65",274.823386070534,98.4982978498138
"ENSG00000225905",NA,6.32023985670176,2.67420847648393
"ENSG00000205116","TMEM88B",10.7600810787882,29.3512787425183
"ENSG00000225285",NA,23.1028476772448,30.1254932101439
"ENSG00000179403","VWA1",3707.62532130707,7288.85224735527
"ENSG00000215915","ATAD3C",56.8534776262996,63.2149772514459
"ENSG00000160072","ATAD3B",2433.17639512346,1956.34935033109
"ENSG00000197785","ATAD3A",2112.81868101122,1797.14667694794
"ENSG00000205090","TMEM240",99.747570939472,148.374404509039
"ENSG00000160075","SSU72",4433.48342434723,4294.4147734424
"ENSG00000215014",NA,26.8244616404873,28.0000194896225
"ENSG00000228594","FNDC10",215.637889052619,394.802336951187
"ENSG00000272106",NA,200.915843063674,189.59110880007
"ENSG00000197530","MIB2",2051.9196207518,2626.94608374308
"ENSG00000189409","MMP23B",47.2947512292708,59.7402129687147
"ENSG00000248333","CDK11B",2050.92468482196,1901.78373043462
"ENSG00000189339","SLC35E2B",2986.20303374866,2407.42149108309
"ENSG00000269737",NA,205.844062819662,138.229458391311
"ENSG00000215914","MMP23A",7.75144326340375,11.986389187526
"ENSG00000008128","CDK11A",64.448187665751,41.9813021666681
"ENSG00000268575",NA,125.887737516118,79.750055999354
